REF_DATE,GEO,Custodial admissions,Age group,VALUE
2002/2003,Prince Edward Island,Other custodial statuses,40 to 44 years,
2002/2003,Prince Edward Island,Other custodial statuses,45 to 49 years,
2002/2003,Prince Edward Island,Other custodial statuses,50 years and over,
2002/2003,Prince Edward Island,Other custodial statuses,Age unknown,
2002/2003,Nova Scotia,"Total, custodial admissions","Total, custodial admissions by age group",3840
2002/2003,Nova Scotia,"Total, custodial admissions",18 to 19 years,347
2002/2003,Nova Scotia,"Total, custodial admissions",20 to 24 years,840
2002/2003,Nova Scotia,"Total, custodial admissions",25 to 29 years,589
2002/2003,Nova Scotia,"Total, custodial admissions",30 to 34 years,593
2002/2003,Nova Scotia,"Total, custodial admissions",35 to 39 years,516
2002/2003,Nova Scotia,"Total, custodial admissions",40 to 44 years,430
2002/2003,Nova Scotia,"Total, custodial admissions",45 to 49 years,265
2002/2003,Nova Scotia,"Total, custodial admissions",50 years and over,249
2002/2003,Nova Scotia,"Total, custodial admissions",Age unknown,11
2002/2003,Nova Scotia,Sentenced,"Total, custodial admissions by age group",1550
2002/2003,Nova Scotia,Sentenced,18 to 19 years,116
2002/2003,Nova Scotia,Sentenced,20 to 24 years,337
2002/2003,Nova Scotia,Sentenced,25 to 29 years,239
2002/2003,Nova Scotia,Sentenced,30 to 34 years,233
2002/2003,Nova Scotia,Sentenced,35 to 39 years,202
2002/2003,Nova Scotia,Sentenced,40 to 44 years,183
2002/2003,Nova Scotia,Sentenced,45 to 49 years,113
2002/2003,Nova Scotia,Sentenced,50 years and over,117
2002/2003,Nova Scotia,Sentenced,Age unknown,10
2002/2003,Nova Scotia,Sentenced,Median age on admission,31
2002/2003,Nova Scotia,Remand,"Total, custodial admissions by age group",1949
2002/2003,Nova Scotia,Remand,18 to 19 years,216
2002/2003,Nova Scotia,Remand,20 to 24 years,418
2002/2003,Nova Scotia,Remand,25 to 29 years,292
2002/2003,Nova Scotia,Remand,30 to 34 years,301
2002/2003,Nova Scotia,Remand,35 to 39 years,269
2002/2003,Nova Scotia,Remand,40 to 44 years,206
2002/2003,Nova Scotia,Remand,45 to 49 years,133
2002/2003,Nova Scotia,Remand,50 years and over,113
2002/2003,Nova Scotia,Remand,Age unknown,1
2002/2003,Nova Scotia,Remand,Median age on admission,30
2002/2003,Nova Scotia,Other custodial statuses,"Total, custodial admissions by age group",341
2002/2003,Nova Scotia,Other custodial statuses,18 to 19 years,15
2002/2003,Nova Scotia,Other custodial statuses,20 to 24 years,85
2002/2003,Nova Scotia,Other custodial statuses,25 to 29 years,58
2002/2003,Nova Scotia,Other custodial statuses,30 to 34 years,59
2002/2003,Nova Scotia,Other custodial statuses,35 to 39 years,45
2002/2003,Nova Scotia,Other custodial statuses,40 to 44 years,41
2002/2003,Nova Scotia,Other custodial statuses,45 to 49 years,19
2002/2003,Nova Scotia,Other custodial statuses,50 years and over,19
2002/2003,Nova Scotia,Other custodial statuses,Age unknown,0
2002/2003,Nova Scotia,Other custodial statuses,Median age on admission,31
2002/2003,New Brunswick,"Total, custodial admissions","Total, custodial admissions by age group",4348
2002/2003,New Brunswick,"Total, custodial admissions",18 to 19 years,326
2002/2003,New Brunswick,"Total, custodial admissions",20 to 24 years,989
2002/2003,New Brunswick,"Total, custodial admissions",25 to 29 years,732
2002/2003,New Brunswick,"Total, custodial admissions",30 to 34 years,626
2002/2003,New Brunswick,"Total, custodial admissions",35 to 39 years,529
2002/2003,New Brunswick,"Total, custodial admissions",40 to 44 years,512
2002/2003,New Brunswick,"Total, custodial admissions",45 to 49 years,297
2002/2003,New Brunswick,"Total, custodial admissions",50 years and over,336
2002/2003,New Brunswick,"Total, custodial admissions",Age unknown,1
2002/2003,New Brunswick,Sentenced,"Total, custodial admissions by age group",2454
2002/2003,New Brunswick,Sentenced,18 to 19 years,164
2002/2003,New Brunswick,Sentenced,20 to 24 years,568
2002/2003,New Brunswick,Sentenced,25 to 29 years,408
2002/2003,New Brunswick,Sentenced,30 to 34 years,329
2002/2003,New Brunswick,Sentenced,35 to 39 years,297
2002/2003,New Brunswick,Sentenced,40 to 44 years,285
2002/2003,New Brunswick,Sentenced,45 to 49 years,187
2002/2003,New Brunswick,Sentenced,50 years and over,216
2002/2003,New Brunswick,Sentenced,Age unknown,0
2002/2003,New Brunswick,Sentenced,Median age on admission,
2002/2003,New Brunswick,Remand,"Total, custodial admissions by age group",1358
2002/2003,New Brunswick,Remand,18 to 19 years,138
2002/2003,New Brunswick,Remand,20 to 24 years,307
2002/2003,New Brunswick,Remand,25 to 29 years,238
2002/2003,New Brunswick,Remand,30 to 34 years,213
2002/2003,New Brunswick,Remand,35 to 39 years,157
2002/2003,New Brunswick,Remand,40 to 44 years,149
2002/2003,New Brunswick,Remand,45 to 49 years,74
2002/2003,New Brunswick,Remand,50 years and over,81
2002/2003,New Brunswick,Remand,Age unknown,1
2002/2003,New Brunswick,Remand,Median age on admission,
2002/2003,New Brunswick,Other custodial statuses,"Total, custodial admissions by age group",536
2002/2003,New Brunswick,Other custodial statuses,18 to 19 years,24
2002/2003,New Brunswick,Other custodial statuses,20 to 24 years,114
2002/2003,New Brunswick,Other custodial statuses,25 to 29 years,86
2002/2003,New Brunswick,Other custodial statuses,30 to 34 years,84
2002/2003,New Brunswick,Other custodial statuses,35 to 39 years,75
2002/2003,New Brunswick,Other custodial statuses,40 to 44 years,78
2002/2003,New Brunswick,Other custodial statuses,45 to 49 years,36
2002/2003,New Brunswick,Other custodial statuses,50 years and over,39
2002/2003,New Brunswick,Other custodial statuses,Age unknown,0
2002/2003,Quebec,"Total, custodial admissions","Total, custodial admissions by age group",43080
2002/2003,Quebec,"Total, custodial admissions",18 to 19 years,1844
2002/2003,Quebec,"Total, custodial admissions",20 to 24 years,7872
2002/2003,Quebec,"Total, custodial admissions",25 to 29 years,6446
2002/2003,Quebec,"Total, custodial admissions",30 to 34 years,6428
2002/2003,Quebec,"Total, custodial admissions",35 to 39 years,6966
2002/2003,Quebec,"Total, custodial admissions",40 to 44 years,5870
2002/2003,Quebec,"Total, custodial admissions",45 to 49 years,3664
2002/2003,Quebec,"Total, custodial admissions",50 years and over,3981
2002/2003,Quebec,"Total, custodial admissions",Age unknown,9
2002/2003,Quebec,Sentenced,"Total, custodial admissions by age group",13423
2002/2003,Quebec,Sentenced,18 to 19 years,209
2002/2003,Quebec,Sentenced,20 to 24 years,2097
2002/2003,Quebec,Sentenced,25 to 29 years,2031
2002/2003,Quebec,Sentenced,30 to 34 years,2036
2002/2003,Quebec,Sentenced,35 to 39 years,2235
2002/2003,Quebec,Sentenced,40 to 44 years,1993
2002/2003,Quebec,Sentenced,45 to 49 years,1275
2002/2003,Quebec,Sentenced,50 years and over,1547
2002/2003,Quebec,Sentenced,Age unknown,0
2002/2003,Quebec,Sentenced,Median age on admission,35
2002/2003,Quebec,Remand,"Total, custodial admissions by age group",26588
2002/2003,Quebec,Remand,18 to 19 years,1425
2002/2003,Quebec,Remand,20 to 24 years,5131
2002/2003,Quebec,Remand,25 to 29 years,3989
2002/2003,Quebec,Remand,30 to 34 years,3935
2002/2003,Quebec,Remand,35 to 39 years,4288
2002/2003,Quebec,Remand,40 to 44 years,3492
2002/2003,Quebec,Remand,45 to 49 years,2142
2002/2003,Quebec,Remand,50 years and over,2177
2002/2003,Quebec,Remand,Age unknown,9
2002/2003,Quebec,Remand,Median age on admission,33
2002/2003,Quebec,Other custodial statuses,"Total, custodial admissions by age group",3069
2002/2003,Quebec,Other custodial statuses,18 to 19 years,210
2002/2003,Quebec,Other custodial statuses,20 to 24 years,644
2002/2003,Quebec,Other custodial statuses,25 to 29 years,426
2002/2003,Quebec,Other custodial statuses,30 to 34 years,457
2002/2003,Quebec,Other custodial statuses,35 to 39 years,443
2002/2003,Quebec,Other custodial statuses,40 to 44 years,385
2002/2003,Quebec,Other custodial statuses,45 to 49 years,247
2002/2003,Quebec,Other custodial statuses,50 years and over,257
2002/2003,Quebec,Other custodial statuses,Age unknown,0
2002/2003,Quebec,Other custodial statuses,Median age on admission,32
2002/2003,Ontario,"Total, custodial admissions","Total, custodial admissions by age group",94694
2002/2003,Ontario,"Total, custodial admissions",18 to 19 years,9154
2002/2003,Ontario,"Total, custodial admissions",20 to 24 years,18967
2002/2003,Ontario,"Total, custodial admissions",25 to 29 years,13382
2002/2003,Ontario,"Total, custodial admissions",30 to 34 years,13703
2002/2003,Ontario,"Total, custodial admissions",35 to 39 years,14588
2002/2003,Ontario,"Total, custodial admissions",40 to 44 years,11806
2002/2003,Ontario,"Total, custodial admissions",45 to 49 years,6662
2002/2003,Ontario,"Total, custodial admissions",50 years and over,6287
2002/2003,Ontario,"Total, custodial admissions",Age unknown,145
2002/2003,Ontario,Sentenced,"Total, custodial admissions by age group",33050
2002/2003,Ontario,Sentenced,18 to 19 years,2738
2002/2003,Ontario,Sentenced,20 to 24 years,6490
2002/2003,Ontario,Sentenced,25 to 29 years,4676
2002/2003,Ontario,Sentenced,30 to 34 years,4915
2002/2003,Ontario,Sentenced,35 to 39 years,5213
2002/2003,Ontario,Sentenced,40 to 44 years,4318
2002/2003,Ontario,Sentenced,45 to 49 years,2405
2002/2003,Ontario,Sentenced,50 years and over,2248
2002/2003,Ontario,Sentenced,Age unknown,47
2002/2003,Ontario,Sentenced,Median age on admission,33
2002/2003,Ontario,Remand,"Total, custodial admissions by age group",58470
2002/2003,Ontario,Remand,18 to 19 years,6314
2002/2003,Ontario,Remand,20 to 24 years,11938
2002/2003,Ontario,Remand,25 to 29 years,8126
2002/2003,Ontario,Remand,30 to 34 years,8216
2002/2003,Ontario,Remand,35 to 39 years,8814
2002/2003,Ontario,Remand,40 to 44 years,7097
2002/2003,Ontario,Remand,45 to 49 years,4039
2002/2003,Ontario,Remand,50 years and over,3833
2002/2003,Ontario,Remand,Age unknown,93
2002/2003,Ontario,Remand,Median age on admission,32
2002/2003,Ontario,Other custodial statuses,"Total, custodial admissions by age group",3174
2002/2003,Ontario,Other custodial statuses,18 to 19 years,102
2002/2003,Ontario,Other custodial statuses,20 to 24 years,539
2002/2003,Ontario,Other custodial statuses,25 to 29 years,580
2002/2003,Ontario,Other custodial statuses,30 to 34 years,572
2002/2003,Ontario,Other custodial statuses,35 to 39 years,561
2002/2003,Ontario,Other custodial statuses,40 to 44 years,391
2002/2003,Ontario,Other custodial statuses,45 to 49 years,218
2002/2003,Ontario,Other custodial statuses,50 years and over,206
2002/2003,Ontario,Other custodial statuses,Age unknown,5
2002/2003,Ontario,Other custodial statuses,Median age on admission,33
2002/2003,Manitoba,"Total, custodial admissions","Total, custodial admissions by age group",18014
2002/2003,Manitoba,"Total, custodial admissions",18 to 19 years,1464
2002/2003,Manitoba,"Total, custodial admissions",20 to 24 years,4498
2002/2003,Manitoba,"Total, custodial admissions",25 to 29 years,3096
2002/2003,Manitoba,"Total, custodial admissions",30 to 34 years,2744
2002/2003,Manitoba,"Total, custodial admissions",35 to 39 years,2560
2002/2003,Manitoba,"Total, custodial admissions",40 to 44 years,1916
2002/2003,Manitoba,"Total, custodial admissions",45 to 49 years,933
2002/2003,Manitoba,"Total, custodial admissions",50 years and over,803
2002/2003,Manitoba,"Total, custodial admissions",Age unknown,0
2002/2003,Manitoba,Sentenced,"Total, custodial admissions by age group",3316
2002/2003,Manitoba,Sentenced,18 to 19 years,232
2002/2003,Manitoba,Sentenced,20 to 24 years,838
2002/2003,Manitoba,Sentenced,25 to 29 years,583
2002/2003,Manitoba,Sentenced,30 to 34 years,528
2002/2003,Manitoba,Sentenced,35 to 39 years,470
2002/2003,Manitoba,Sentenced,40 to 44 years,354
2002/2003,Manitoba,Sentenced,45 to 49 years,154
2002/2003,Manitoba,Sentenced,50 years and over,157
2002/2003,Manitoba,Sentenced,Age unknown,0
2002/2003,Manitoba,Sentenced,Median age on admission,30
2002/2003,Manitoba,Remand,"Total, custodial admissions by age group",8615
2002/2003,Manitoba,Remand,18 to 19 years,721
2002/2003,Manitoba,Remand,20 to 24 years,2225
2002/2003,Manitoba,Remand,25 to 29 years,1544
2002/2003,Manitoba,Remand,30 to 34 years,1318
2002/2003,Manitoba,Remand,35 to 39 years,1183
2002/2003,Manitoba,Remand,40 to 44 years,878
2002/2003,Manitoba,Remand,45 to 49 years,416
2002/2003,Manitoba,Remand,50 years and over,330
2002/2003,Manitoba,Remand,Age unknown,0
2002/2003,Manitoba,Remand,Median age on admission,30
2002/2003,Manitoba,Other custodial statuses,"Total, custodial admissions by age group",6083
2002/2003,Manitoba,Other custodial statuses,18 to 19 years,511
2002/2003,Manitoba,Other custodial statuses,20 to 24 years,1435
2002/2003,Manitoba,Other custodial statuses,25 to 29 years,969
2002/2003,Manitoba,Other custodial statuses,30 to 34 years,898
2002/2003,Manitoba,Other custodial statuses,35 to 39 years,907
2002/2003,Manitoba,Other custodial statuses,40 to 44 years,684
2002/2003,Manitoba,Other custodial statuses,45 to 49 years,363
2002/2003,Manitoba,Other custodial statuses,50 years and over,316
2002/2003,Manitoba,Other custodial statuses,Age unknown,0
2002/2003,Manitoba,Other custodial statuses,Median age on admission,30
2002/2003,Saskatchewan,"Total, custodial admissions","Total, custodial admissions by age group",9244
2002/2003,Saskatchewan,"Total, custodial admissions",18 to 19 years,1083
2002/2003,Saskatchewan,"Total, custodial admissions",20 to 24 years,2302
2002/2003,Saskatchewan,"Total, custodial admissions",25 to 29 years,1443
2002/2003,Saskatchewan,"Total, custodial admissions",30 to 34 years,1405
2002/2003,Saskatchewan,"Total, custodial admissions",35 to 39 years,1206
2002/2003,Saskatchewan,"Total, custodial admissions",40 to 44 years,890
2002/2003,Saskatchewan,"Total, custodial admissions",45 to 49 years,376
2002/2003,Saskatchewan,"Total, custodial admissions",50 years and over,356
2002/2003,Saskatchewan,"Total, custodial admissions",Age unknown,183
2002/2003,Saskatchewan,Sentenced,"Total, custodial admissions by age group",3536
2002/2003,Saskatchewan,Sentenced,18 to 19 years,334
2002/2003,Saskatchewan,Sentenced,20 to 24 years,836
2002/2003,Saskatchewan,Sentenced,25 to 29 years,527
2002/2003,Saskatchewan,Sentenced,30 to 34 years,515
2002/2003,Saskatchewan,Sentenced,35 to 39 years,471
2002/2003,Saskatchewan,Sentenced,40 to 44 years,362
2002/2003,Saskatchewan,Sentenced,45 to 49 years,156
2002/2003,Saskatchewan,Sentenced,50 years and over,156
2002/2003,Saskatchewan,Sentenced,Age unknown,179
2002/2003,Saskatchewan,Sentenced,Median age on admission,29
2002/2003,Saskatchewan,Remand,"Total, custodial admissions by age group",5518
2002/2003,Saskatchewan,Remand,18 to 19 years,734
2002/2003,Saskatchewan,Remand,20 to 24 years,1436
2002/2003,Saskatchewan,Remand,25 to 29 years,886
2002/2003,Saskatchewan,Remand,30 to 34 years,855
2002/2003,Saskatchewan,Remand,35 to 39 years,700
2002/2003,Saskatchewan,Remand,40 to 44 years,505
2002/2003,Saskatchewan,Remand,45 to 49 years,206
2002/2003,Saskatchewan,Remand,50 years and over,192
2002/2003,Saskatchewan,Remand,Age unknown,4
2002/2003,Saskatchewan,Remand,Median age on admission,27
2002/2003,Saskatchewan,Other custodial statuses,"Total, custodial admissions by age group",190
2002/2003,Saskatchewan,Other custodial statuses,18 to 19 years,15
2002/2003,Saskatchewan,Other custodial statuses,20 to 24 years,30
2002/2003,Saskatchewan,Other custodial statuses,25 to 29 years,30
2002/2003,Saskatchewan,Other custodial statuses,30 to 34 years,35
2002/2003,Saskatchewan,Other custodial statuses,35 to 39 years,35
2002/2003,Saskatchewan,Other custodial statuses,40 to 44 years,23
2002/2003,Saskatchewan,Other custodial statuses,45 to 49 years,14
2002/2003,Saskatchewan,Other custodial statuses,50 years and over,8
2002/2003,Saskatchewan,Other custodial statuses,Age unknown,0
2002/2003,Saskatchewan,Other custodial statuses,Median age on admission,34
