REF_DATE,GEO,Initial entry status,VALUE
2019/2020,Newfoundland and Labrador,Total correctional services,136
2019/2020,Newfoundland and Labrador,Pre-trial detention,12
2019/2020,Newfoundland and Labrador,Secure custody,2
2019/2020,Newfoundland and Labrador,Open custody,0
2019/2020,Newfoundland and Labrador,Total community sentences,122
2019/2020,Newfoundland and Labrador,Intensive support and supervision,0
2019/2020,Newfoundland and Labrador,Deferred custody and supervision,11
2019/2020,Newfoundland and Labrador,Supervised probation,106
2019/2020,Newfoundland and Labrador,Other community sentences,5
2019/2020,Prince Edward Island,Total correctional services,14
2019/2020,Prince Edward Island,Pre-trial detention,10
2019/2020,Prince Edward Island,Secure custody,1
2019/2020,Prince Edward Island,Open custody,3
2019/2020,Prince Edward Island,Total community sentences,0
2019/2020,Prince Edward Island,Intensive support and supervision,
2019/2020,Prince Edward Island,Deferred custody and supervision,
2019/2020,Prince Edward Island,Supervised probation,0
2019/2020,Prince Edward Island,Other community sentences,0
2019/2020,Nova Scotia,Total correctional services,144
2019/2020,Nova Scotia,Pre-trial detention,38
2019/2020,Nova Scotia,Secure custody,5
2019/2020,Nova Scotia,Open custody,0
2019/2020,Nova Scotia,Total community sentences,101
2019/2020,Nova Scotia,Intensive support and supervision,0
2019/2020,Nova Scotia,Deferred custody and supervision,9
2019/2020,Nova Scotia,Supervised probation,92
2019/2020,Nova Scotia,Other community sentences,0
2019/2020,New Brunswick,Total correctional services,166
2019/2020,New Brunswick,Pre-trial detention,40
2019/2020,New Brunswick,Secure custody,3
2019/2020,New Brunswick,Open custody,2
2019/2020,New Brunswick,Total community sentences,121
2019/2020,New Brunswick,Intensive support and supervision,
2019/2020,New Brunswick,Deferred custody and supervision,5
2019/2020,New Brunswick,Supervised probation,92
2019/2020,New Brunswick,Other community sentences,24
2019/2020,Quebec,Total correctional services,
2019/2020,Quebec,Pre-trial detention,
2019/2020,Quebec,Secure custody,
2019/2020,Quebec,Open custody,
2019/2020,Quebec,Total community sentences,
2019/2020,Quebec,Intensive support and supervision,
2019/2020,Quebec,Deferred custody and supervision,
2019/2020,Quebec,Supervised probation,
2019/2020,Quebec,Other community sentences,
2019/2020,Ontario,Total correctional services,2472
2019/2020,Ontario,Pre-trial detention,871
2019/2020,Ontario,Secure custody,19
2019/2020,Ontario,Open custody,27
2019/2020,Ontario,Total community sentences,1555
2019/2020,Ontario,Intensive support and supervision,0
2019/2020,Ontario,Deferred custody and supervision,54
2019/2020,Ontario,Supervised probation,1495
2019/2020,Ontario,Other community sentences,6
2019/2020,Manitoba,Total correctional services,
2019/2020,Manitoba,Pre-trial detention,
2019/2020,Manitoba,Secure custody,
2019/2020,Manitoba,Open custody,
2019/2020,Manitoba,Total community sentences,
2019/2020,Manitoba,Intensive support and supervision,
2019/2020,Manitoba,Deferred custody and supervision,
2019/2020,Manitoba,Supervised probation,
2019/2020,Manitoba,Other community sentences,
2019/2020,Saskatchewan,Total correctional services,916
2019/2020,Saskatchewan,Pre-trial detention,215
2019/2020,Saskatchewan,Secure custody,6
2019/2020,Saskatchewan,Open custody,5
2019/2020,Saskatchewan,Total community sentences,690
2019/2020,Saskatchewan,Intensive support and supervision,
2019/2020,Saskatchewan,Deferred custody and supervision,16
2019/2020,Saskatchewan,Supervised probation,387
2019/2020,Saskatchewan,Other community sentences,287
2019/2020,Alberta,Total correctional services,2076
2019/2020,Alberta,Pre-trial detention,96
2019/2020,Alberta,Secure custody,26
2019/2020,Alberta,Open custody,7
2019/2020,Alberta,Total community sentences,1947
2019/2020,Alberta,Intensive support and supervision,1
2019/2020,Alberta,Deferred custody and supervision,24
2019/2020,Alberta,Supervised probation,638
2019/2020,Alberta,Other community sentences,1284
2019/2020,British Columbia,Total correctional services,1049
2019/2020,British Columbia,Pre-trial detention,35
2019/2020,British Columbia,Secure custody,0
2019/2020,British Columbia,Open custody,0
2019/2020,British Columbia,Total community sentences,1014
2019/2020,British Columbia,Intensive support and supervision,19
2019/2020,British Columbia,Deferred custody and supervision,6
2019/2020,British Columbia,Supervised probation,99
2019/2020,British Columbia,Other community sentences,890
2019/2020,Yukon,Total correctional services,8
2019/2020,Yukon,Pre-trial detention,4
2019/2020,Yukon,Secure custody,0
2019/2020,Yukon,Open custody,0
2019/2020,Yukon,Total community sentences,4
2019/2020,Yukon,Intensive support and supervision,0
2019/2020,Yukon,Deferred custody and supervision,4
2019/2020,Yukon,Supervised probation,0
2019/2020,Yukon,Other community sentences,0
2019/2020,Northwest Territories,Total correctional services,16
2019/2020,Northwest Territories,Pre-trial detention,6
2019/2020,Northwest Territories,Secure custody,1
2019/2020,Northwest Territories,Open custody,2
2019/2020,Northwest Territories,Total community sentences,7
2019/2020,Northwest Territories,Intensive support and supervision,0
2019/2020,Northwest Territories,Deferred custody and supervision,0
2019/2020,Northwest Territories,Supervised probation,7
2019/2020,Northwest Territories,Other community sentences,
2019/2020,Nunavut,Total correctional services,42
2019/2020,Nunavut,Pre-trial detention,5
2019/2020,Nunavut,Secure custody,0
2019/2020,Nunavut,Open custody,1
2019/2020,Nunavut,Total community sentences,36
2019/2020,Nunavut,Intensive support and supervision,
2019/2020,Nunavut,Deferred custody and supervision,
2019/2020,Nunavut,Supervised probation,30
2019/2020,Nunavut,Other community sentences,6
2020/2021,Provinces and territories,Total correctional services,4224
2020/2021,Provinces and territories,Pre-trial detention,794
2020/2021,Provinces and territories,Secure custody,18
2020/2021,Provinces and territories,Open custody,14
2020/2021,Provinces and territories,Total community sentences,3398
2020/2021,Provinces and territories,Intensive support and supervision,17
2020/2021,Provinces and territories,Deferred custody and supervision,69
2020/2021,Provinces and territories,Supervised probation,1884
2020/2021,Provinces and territories,Other community sentences,1428
2020/2021,Newfoundland and Labrador,Total correctional services,88
2020/2021,Newfoundland and Labrador,Pre-trial detention,12
2020/2021,Newfoundland and Labrador,Secure custody,1
2020/2021,Newfoundland and Labrador,Open custody,0
2020/2021,Newfoundland and Labrador,Total community sentences,75
2020/2021,Newfoundland and Labrador,Intensive support and supervision,0
2020/2021,Newfoundland and Labrador,Deferred custody and supervision,3
2020/2021,Newfoundland and Labrador,Supervised probation,66
2020/2021,Newfoundland and Labrador,Other community sentences,6
2020/2021,Prince Edward Island,Total correctional services,5
2020/2021,Prince Edward Island,Pre-trial detention,4
2020/2021,Prince Edward Island,Secure custody,0
2020/2021,Prince Edward Island,Open custody,1
2020/2021,Prince Edward Island,Total community sentences,0
2020/2021,Prince Edward Island,Intensive support and supervision,
2020/2021,Prince Edward Island,Deferred custody and supervision,
2020/2021,Prince Edward Island,Supervised probation,0
2020/2021,Prince Edward Island,Other community sentences,0
2020/2021,Nova Scotia,Total correctional services,87
2020/2021,Nova Scotia,Pre-trial detention,23
2020/2021,Nova Scotia,Secure custody,0
2020/2021,Nova Scotia,Open custody,0
2020/2021,Nova Scotia,Total community sentences,64
2020/2021,Nova Scotia,Intensive support and supervision,0
2020/2021,Nova Scotia,Deferred custody and supervision,7
2020/2021,Nova Scotia,Supervised probation,57
2020/2021,Nova Scotia,Other community sentences,0
2020/2021,New Brunswick,Total correctional services,131
2020/2021,New Brunswick,Pre-trial detention,33
2020/2021,New Brunswick,Secure custody,1
2020/2021,New Brunswick,Open custody,0
2020/2021,New Brunswick,Total community sentences,97
2020/2021,New Brunswick,Intensive support and supervision,
2020/2021,New Brunswick,Deferred custody and supervision,5
2020/2021,New Brunswick,Supervised probation,80
2020/2021,New Brunswick,Other community sentences,12
2020/2021,Quebec,Total correctional services,
2020/2021,Quebec,Pre-trial detention,
2020/2021,Quebec,Secure custody,
2020/2021,Quebec,Open custody,
2020/2021,Quebec,Total community sentences,
2020/2021,Quebec,Intensive support and supervision,
2020/2021,Quebec,Deferred custody and supervision,
2020/2021,Quebec,Supervised probation,
2020/2021,Quebec,Other community sentences,
2020/2021,Ontario,Total correctional services,1369
2020/2021,Ontario,Pre-trial detention,535
2020/2021,Ontario,Secure custody,7
2020/2021,Ontario,Open custody,7
2020/2021,Ontario,Total community sentences,820
2020/2021,Ontario,Intensive support and supervision,0
2020/2021,Ontario,Deferred custody and supervision,28
2020/2021,Ontario,Supervised probation,786
2020/2021,Ontario,Other community sentences,6
2020/2021,Manitoba,Total correctional services,
2020/2021,Manitoba,Pre-trial detention,
2020/2021,Manitoba,Secure custody,
2020/2021,Manitoba,Open custody,
2020/2021,Manitoba,Total community sentences,
2020/2021,Manitoba,Intensive support and supervision,
2020/2021,Manitoba,Deferred custody and supervision,
2020/2021,Manitoba,Supervised probation,
2020/2021,Manitoba,Other community sentences,
2020/2021,Saskatchewan,Total correctional services,609
2020/2021,Saskatchewan,Pre-trial detention,125
2020/2021,Saskatchewan,Secure custody,2
2020/2021,Saskatchewan,Open custody,5
2020/2021,Saskatchewan,Total community sentences,477
2020/2021,Saskatchewan,Intensive support and supervision,
2020/2021,Saskatchewan,Deferred custody and supervision,8
2020/2021,Saskatchewan,Supervised probation,324
2020/2021,Saskatchewan,Other community sentences,145
2020/2021,Alberta,Total correctional services,1192
2020/2021,Alberta,Pre-trial detention,38
2020/2021,Alberta,Secure custody,6
2020/2021,Alberta,Open custody,1
2020/2021,Alberta,Total community sentences,1147
2020/2021,Alberta,Intensive support and supervision,2
2020/2021,Alberta,Deferred custody and supervision,12
2020/2021,Alberta,Supervised probation,477
2020/2021,Alberta,Other community sentences,656
2020/2021,British Columbia,Total correctional services,711
2020/2021,British Columbia,Pre-trial detention,14
2020/2021,British Columbia,Secure custody,0
2020/2021,British Columbia,Open custody,0
2020/2021,British Columbia,Total community sentences,697
2020/2021,British Columbia,Intensive support and supervision,15
2020/2021,British Columbia,Deferred custody and supervision,4
2020/2021,British Columbia,Supervised probation,83
2020/2021,British Columbia,Other community sentences,595
2020/2021,Yukon,Total correctional services,4
2020/2021,Yukon,Pre-trial detention,2
2020/2021,Yukon,Secure custody,0
2020/2021,Yukon,Open custody,0
2020/2021,Yukon,Total community sentences,2
2020/2021,Yukon,Intensive support and supervision,0
2020/2021,Yukon,Deferred custody and supervision,2
2020/2021,Yukon,Supervised probation,0
2020/2021,Yukon,Other community sentences,0
2020/2021,Northwest Territories,Total correctional services,5
2020/2021,Northwest Territories,Pre-trial detention,1
2020/2021,Northwest Territories,Secure custody,0
2020/2021,Northwest Territories,Open custody,0
2020/2021,Northwest Territories,Total community sentences,4
2020/2021,Northwest Territories,Intensive support and supervision,0
2020/2021,Northwest Territories,Deferred custody and supervision,0
2020/2021,Northwest Territories,Supervised probation,4
2020/2021,Northwest Territories,Other community sentences,
2020/2021,Nunavut,Total correctional services,23
2020/2021,Nunavut,Pre-trial detention,7
2020/2021,Nunavut,Secure custody,1
2020/2021,Nunavut,Open custody,0
2020/2021,Nunavut,Total community sentences,15
2020/2021,Nunavut,Intensive support and supervision,
2020/2021,Nunavut,Deferred custody and supervision,
2020/2021,Nunavut,Supervised probation,7
2020/2021,Nunavut,Other community sentences,8
2021/2022,Provinces and territories,Total correctional services,4702
2021/2022,Provinces and territories,Pre-trial detention,843
2021/2022,Provinces and territories,Secure custody,39
2021/2022,Provinces and territories,Open custody,23
2021/2022,Provinces and territories,Total community sentences,3797
2021/2022,Provinces and territories,Intensive support and supervision,11
2021/2022,Provinces and territories,Deferred custody and supervision,106
2021/2022,Provinces and territories,Supervised probation,2119
2021/2022,Provinces and territories,Other community sentences,1561
2021/2022,Newfoundland and Labrador,Total correctional services,76
2021/2022,Newfoundland and Labrador,Pre-trial detention,4
2021/2022,Newfoundland and Labrador,Secure custody,2
2021/2022,Newfoundland and Labrador,Open custody,0
2021/2022,Newfoundland and Labrador,Total community sentences,70
2021/2022,Newfoundland and Labrador,Intensive support and supervision,0
2021/2022,Newfoundland and Labrador,Deferred custody and supervision,2
2021/2022,Newfoundland and Labrador,Supervised probation,62
2021/2022,Newfoundland and Labrador,Other community sentences,6
2021/2022,Prince Edward Island,Total correctional services,5
2021/2022,Prince Edward Island,Pre-trial detention,2
2021/2022,Prince Edward Island,Secure custody,3
2021/2022,Prince Edward Island,Open custody,0
2021/2022,Prince Edward Island,Total community sentences,0
2021/2022,Prince Edward Island,Intensive support and supervision,
